Equipo;Calificación del equipo;Tipo;Tipo.num;Capacitancia C1;Capacitancia C2;Capacitancia total;Factor de Potencia 10kV C1;Factor de Potencia 10kV Ctotal;Factor de Potencia 2.5kV C1;Factor de Potencia 2.5kV Ctotal;Factor de Potencia 2kV C2;Fuga de aceite;Inspección diafragma;Inspección visual general;Nivel de aceite;Severidad por termografía
727;FUN;IMB;0;1008;33264;978.3529412;0.16;0.1597;0.16;0.1597;0.144;0;0;0;0;5
730;FUN;IMB;0;834;27522;809.4705882;0.179;0.2521;0.179;0.2521;0.24;0;0;0;0;5
731;FUN;IMB;0;1083;35739;1051.147059;0.252;0.2462;0.252;0.2462;0.215;0;0;0;0;5
732;FUN;IMB;0;872;28776;846.3529412;0.193;0.1856;0.193;0.1856;0.223;0;0;0;0;5
734;FUN;IMB;0;1462;45322;1048.07;0.135;0.2072;0.135;0.2072;0.148;0;0;0;0;5
735;FUN;IMB;0;1132;35092;1056.65;0.233;0.2084;0.233;0.2084;0.182;0;0;0;0;5
736;D3;IMB;0;1173.5225;46940.9;1144.9;0.423;0.467;0.423;0.467;0.576;3;0;1;1;5
737;SEG;IMB;0;1184.261212;39080.62;1149.43;0.363;0.366;0.363;0.37;0.37;1;0;1;1;5
738;SEG;IMB;0;1226.987879;40490.6;1190.9;0.528;0.531;0.528;0.535;0.535;1;0;1;1;5
739;D6;IMB;0;1251.527636;42126.42024;1190.9;0.589;0.502;0.589;0.502;0.67;2;0;1;0;5
740;SEG;IMB;0;1232.541212;40673.86;1196.29;0.248;0.251;0.248;0.255;0.255;0;0;1;1;5
741;SEG;IMB;0;1174.421818;38755.92;1139.88;0.502;0.505;0.502;0.509;0.509;0;0;1;0;5
742;FUN;IMB;0;1025;33825;994.8529412;0.189;0.2048;0.189;0.2048;0.25;0;0;0;0;5
743;FUN;IMB;0;1289;42537;1251.088235;0.247;0.1822;0.247;0.1822;0.161;0;0;0;0;5
744;FUN;IMB;0;924;30492;896.8235294;0.209;0.2746;0.209;0.2746;0.234;0;0;0;0;5
745;FUN;IMB;0;1038;32178;1012.8;0.259;0.2944;0.259;0.2944;0.229;0;0;0;0;5
746;FUN;IMB;0;1435;44485;1018.9;0.232;0.2744;0.232;0.2744;0.147;0;0;0;0;5
747;FUN;IMB;0;1241;38471;1062;0.131;0.2239;0.131;0.2239;0.144;0;0;0;0;5
748;FUN;IMB;0;1183;36673;1057;0.252;0.204;0.252;0.204;0.248;0;0;0;0;5
749;FUN;IMB;0;1086;33666;1079.1;0.144;0.2217;0.144;0.2217;0.237;0;0;0;0;5
750;FUN;IMB;0;1177;36487;1048.7;0.203;0.3005;0.203;0.3005;0.2;0;0;0;0;5
751;FUN;IMB;0;1282;39742;1092.09;0.205;0.2806;0.205;0.2806;0.183;0;0;0;0;5
752;FUN;IMB;0;941;29171;1123;0.19;0.2821;0.19;0.2821;0.184;0;0;0;0;5
753;FUN;IMB;0;927;28737;1086.8;0.213;0.2665;0.213;0.2665;0.223;0;0;0;0;5
754;FUN;IMB;0;1052;32612;1022.9;0.162;0.2355;0.162;0.2355;0.17;0;0;0;0;5
755;FUN;IMB;0;1078;33418;1015.75;0.153;0.2604;0.153;0.2604;0.136;0;0;0;0;5
756;FUN;IMB;0;873;27063;976.46;0.216;0.2531;0.216;0.2531;0.186;0;0;0;0;5
757;FUN;IMB;0;1338;41478;1010.9;0.124;0.2019;0.124;0.2019;0.131;0;0;0;0;5
758;FUN;IMB;0;995;30845;1014.6;0.197;0.2656;0.197;0.2656;0.222;0;0;0;0;5
759;FUN;IMB;0;1445;44795;1050.8;0.192;0.145;0.192;0.145;0.211;0;0;0;0;5
760;FUN;IMB;0;1124;34844;1008.2;0.25;0.2491;0.25;0.2491;0.193;0;0;0;0;5
761;FUN;IMB;0;1142;35402;1033.3;0.231;0.1834;0.231;0.1834;0.214;0;0;0;0;5
762;FUN;IMB;0;1345;41695;1013.7;0.221;0.1866;0.221;0.1866;0.234;0;0;0;0;5
763;FUN;IMB;0;1087;33697;1040;0.177;0.277;0.177;0.277;0.153;0;0;0;0;5
764;SEG;IMB;0;1052.773939;34741.54;1021.81;0.501;0.504;0.501;0.508;0.508;0;0;0;0;5
765;FUN;IMB;0;1348;41788;1034.86;0.159;0.2415;0.159;0.2415;0.196;0;0;0;0;5
766;FUN;IMB;0;1057;32767;1039.14;0.18;0.2623;0.18;0.2623;0.244;0;0;0;0;5
767;FUN;IMB;0;908;28148;1026.37;0.182;0.2101;0.182;0.2101;0.206;0;0;0;0;5
768;FUN;IMB;0;1084;33604;980.18;0.128;0.2143;0.128;0.2143;0.238;0;0;0;0;5
769;FUN;IMB;0;770;23870;1005.58;0.218;0.262;0.218;0.262;0.228;0;0;0;0;5
771;FUN;IMB;0;895;29535;868.6764706;0.163;0.2764;0.163;0.2764;0.148;0;0;0;0;5
772;FUN;IMB;0;932;30756;904.5882353;0.23;0.1832;0.23;0.1832;0.198;0;0;0;0;5
773;FUN;IMB;0;1250;41250;1213.235294;0.142;0.2059;0.142;0.2059;0.185;0;0;0;0;5
774;FUN;IMB;0;767;23777;1091.89;0.159;0.2024;0.159;0.2024;0.176;0;0;0;0;5
775;FUN;IMB;0;650;20150;1120.86;0.261;0.1764;0.261;0.1764;0.243;0;0;0;0;5
776;FUN;IMB;0;777;24087;1191.61;0.169;0.2168;0.169;0.2168;0.165;0;0;0;0;5
777;FUN;IMB;0;1116;34596;1209.69;0.275;0.267;0.275;0.267;0.162;0;0;0;0;5
778;SEG;IMB;0;1278.410303;42187.54;1240.81;0.348;0.351;0.348;0.355;0.355;0;0;0;0;5
779;FUN;IMB;0;1172;36332;1227.81;0.133;0.1467;0.133;0.1467;0.207;0;0;0;0;5
780;FUN;IMB;0;1085;33635;1181.64;0.278;0.2777;0.278;0.2777;0.203;0;0;0;0;5
781;FUN;IMB;0;691;21421;1251.76;0.234;0.2277;0.234;0.2277;0.134;0;0;0;0;5
782;FUN;IMB;0;997;30907;1230.87;0.146;0.1971;0.146;0.1971;0.131;0;0;0;0;5
783;FUN;IMB;0;1126;34906;1231.49;0.272;0.1981;0.272;0.1981;0.128;0;0;0;0;5
784;FUN;IMB;0;676;20956;1235.05;0.125;0.1659;0.125;0.1659;0.152;0;0;0;0;5
787;D6;IMB;0;804;32417.28;862.9963214;0.566;0.672;0.566;0.672;0.332;2;0;1;0;5
788;D6;IMB;0;771;31086.72;827.5748306;0.695;0.687;0.695;0.687;0.554;2;0;1;0;5
790;FUN;IMB;0;818;26994;793.9411765;0.199;0.2844;0.199;0.2844;0.137;0;0;0;0;5
791;FUN;IMB;0;1161;35991;883.86;0.226;0.2471;0.226;0.2471;0.211;0;0;0;0;5
792;FUN;IMB;0;1479;45849;886.41;0.249;0.1671;0.249;0.1671;0.15;0;0;0;0;5
793;FUN;IMB;0;774;23994;908.69;0.267;0.252;0.267;0.252;0.231;0;0;0;0;5
794;FUN;IMB;0;1224;37944;874.1;0.197;0.2959;0.197;0.2959;0.168;0;0;0;0;5
795;D6;IMB;0;765;30844.8;821.1345595;0.598;0.453;0.598;0.453;0.398;2;0;1;0;5
796;D6;IMB;0;776;31288.32;832.9417231;0.665;0.485;0.665;0.485;0.37;2;0;1;0;5
797;D6;IMB;0;751;30280.32;806.1072604;0.745;0.49;0.745;0.49;0.591;2;0;1;0;5
798;D6;IMB;0;811;32699.52;870.509971;0.573;0.497;0.573;0.497;0.487;2;0;1;0;5
799;D6;IMB;0;757;30522.24;812.5475315;0.666;0.642;0.666;0.642;0.52;2;0;1;0;5
800;D6;IMB;0;716;28869.12;768.5390126;0.562;0.61;0.562;0.61;0.129;2;0;1;0;5
801;D6;IMB;0;772;31127.04;828.6482091;0.713;0.595;0.713;0.595;0.725;2;0;1;0;5
802;DI;IMB;0;1848;73920;1911.102439;1.599;1.519;1.604;1.524;0.41;1;0;0;0;5
803;DI;IMB;0;1497;59880;1548.117073;1.138;1.058;1.143;1.063;0.311;1;0;0;0;5
804;DI;IMB;0;1909;76360;1974.185366;2.067;1.987;2.072;1.992;0.432;1;0;0;0;5
805;DI;IMB;0;1356;54240;1402.302439;1.831;1.751;1.836;1.756;0.37;1;0;0;0;5
806;DI;IMB;0;1831;73240;1893.521951;0.885;0.805;0.89;0.81;0.391;1;0;0;0;5
807;DI;IMB;0;1977;79080;2044.507317;1.308;1.228;1.313;1.233;0.398;1;0;0;0;5
808;DI;IMB;0;2885;115400;2983.512195;1.55;1.47;1.555;1.475;0.381;1;0;0;0;5
809;DI;IMB;0;2467;98680;2551.239024;1.867;1.787;1.872;1.792;0.308;1;0;0;0;5
810;DI;IMB;0;2777;111080;2871.82439;1.132;1.052;1.137;1.057;0.432;1;0;0;0;5
811;DI;IMB;0;2444;97760;2527.453659;1.603;1.523;1.608;1.528;0.444;1;0;0;0;5
812;DI;IMB;0;2320;92800;2399.219512;1.876;1.796;1.881;1.801;0.324;0;0;1;1;5
813;DI;IMB;0;2808;112320;2903.882927;1.779;1.699;1.784;1.704;0.31;0;0;1;1;5
814;DI;IMB;0;1974;78960;2041.404878;1.911;1.831;1.916;1.836;0.415;0;0;1;1;5
815;DI;IMB;0;1636;65440;1691.863415;1.833;1.753;1.838;1.758;0.443;0;0;1;1;5
816;DI;IMB;0;1313;52520;1357.834146;0.842;0.762;0.847;0.767;0.446;0;0;1;1;5
817;DI;IMB;0;2825;113000;2921.463415;1.645;1.565;1.65;1.57;0.369;0;0;1;1;5
818;DI;IMB;0;2582;103280;2670.165854;1.317;1.237;1.322;1.242;0.427;0;0;1;1;5
819;DI;IMB;0;2139;85560;2212.039024;1.054;0.974;1.059;0.979;0.39;0;0;1;1;5
820;DI;IMB;0;2692;107680;2783.921951;1.661;1.581;1.666;1.586;0.311;0;0;1;1;5
821;DI;IMB;0;2278;91120;2355.785366;0.806;0.726;0.811;0.731;0.318;0;0;1;1;5
822;DI;IMB;0;2374;94960;2455.063415;0.86;0.78;0.865;0.785;0.356;0;0;0;0;5
823;DI;IMB;0;1859;74360;1922.478049;0.991;0.911;0.996;0.916;0.349;0;0;0;0;5
824;DI;IMB;0;2560;102400;2647.414634;1.609;1.529;1.614;1.534;0.43;0;0;0;0;5
825;DI;IMB;0;2448;97920;2531.590244;1.444;1.364;1.449;1.369;0.402;0;0;0;0;5
826;DI;IMB;0;2198;87920;2273.053659;1.202;1.122;1.207;1.127;0.442;0;0;0;0;5
827;DI;IMB;0;2768;110720;2862.517073;1.038;0.958;1.043;0.963;0.374;0;0;0;0;5
828;DI;IMB;0;1564;62560;1617.404878;1.053;0.973;1.058;0.978;0.408;0;0;0;0;5
829;DI;IMB;0;2761;110440;2855.278049;1.476;1.396;1.481;1.401;0.385;0;0;0;0;5
830;DI;IMB;0;2838;113520;2934.907317;1.712;1.632;1.717;1.637;0.322;0;0;0;0;5
831;DI;IMB;0;2214;88560;2289.6;2.076;1.996;2.081;2.001;0.439;0;0;0;0;5
832;DI;IMB;0;2026;81040;2095.180488;1.243;1.163;1.248;1.168;0.398;0;0;0;0;5
833;DI;IMB;0;2884;115360;2982.478049;1.862;1.782;1.867;1.787;0.31;1;0;1;1;5
834;DI;IMB;0;1417;56680;1465.385366;0.967;0.887;0.972;0.892;0.373;1;0;1;1;5
835;DI;IMB;0;2520;100800;2606.04878;1.567;1.487;1.572;1.492;0.334;1;0;1;1;5
836;DI;IMB;0;2130;85200;2202.731707;1.409;1.329;1.414;1.334;0.376;1;0;1;1;5
837;DI;IMB;0;1501;60040;1552.253659;1.009;0.929;1.014;0.934;0.311;1;0;1;1;5
838;DI;IMB;0;2842;113680;2939.043902;1.576;1.496;1.581;1.501;0.315;1;0;1;1;5
839;DI;IMB;0;2406;96240;2488.156098;0.808;0.728;0.813;0.733;0.378;1;0;1;1;5
840;DI;IMB;0;2165;86600;2238.926829;2.008;1.928;2.013;1.933;0.44;1;0;1;1;5
841;DI;IMB;0;2329;93160;2408.526829;1.036;0.956;1.041;0.961;0.312;1;0;1;1;5
842;DI;IMB;0;1834;73360;1896.62439;0.857;0.777;0.862;0.782;0.431;1;0;1;1;5
843;DI;IMB;0;1931;77240;1996.936585;1.836;1.756;1.841;1.761;0.327;2;0;1;0;5
844;DI;IMB;0;1372;54880;1418.84878;0.843;0.763;0.848;0.768;0.321;2;0;1;0;5
845;DI;IMB;0;2005;80200;2073.463415;1.864;1.784;1.869;1.789;0.335;2;0;1;0;5
846;DI;IMB;0;2949;117960;3049.697561;0.908;0.828;0.913;0.833;0.343;2;0;1;0;5
847;DI;IMB;0;2030;81200;2099.317073;1.049;0.969;1.054;0.974;0.38;2;0;1;0;5
848;DI;IMB;0;1322;52880;1367.141463;1.361;1.281;1.366;1.286;0.363;2;0;1;0;5
849;DI;IMB;0;1964;78560;2031.063415;1.313;1.233;1.318;1.238;0.37;2;0;1;0;5
850;DI;IMB;0;2218;88720;2293.736585;0.799;0.719;0.804;0.724;0.308;2;0;1;0;5
851;DI;IMB;0;1784;71360;1844.917073;1.135;1.055;1.14;1.06;0.443;2;0;1;0;5
852;DI;IMB;0;2394;95760;2475.746341;1.725;1.675;1.733;1.682;0.833;0;0;0;0;5
853;DI;IMB;0;2094;83760;2165.502439;1.534;1.484;1.542;1.491;0.642;0;0;0;0;5
854;DI;IMB;0;2732;109280;2825.287805;1.482;1.432;1.49;1.439;0.59;0;0;0;0;5
855;DI;IMB;0;2408;96320;2490.22439;0.984;0.934;0.992;0.941;0.092;0;0;0;0;5
856;DI;IMB;0;1218;48720;1259.590244;1.457;1.407;1.465;1.414;0.565;0;0;0;0;5
857;DI;IMB;0;1955;78200;2021.756098;0.932;0.882;0.94;0.889;0.04;0;0;0;0;5
858;DI;IMB;0;1989;79560;2056.917073;1.366;1.316;1.374;1.323;0.474;0;0;0;0;5
859;DI;IMB;0;2310;92400;2388.878049;2.056;2.006;2.064;2.013;1.164;0;0;0;0;5
860;DI;IMB;0;1698;67920;1755.980488;0.916;0.866;0.924;0.873;0.024;0;0;0;0;5
861;DI;IMB;0;1296;51840;1340.253659;1.263;1.213;1.271;1.22;0.371;0;0;0;0;5
862;DI;IMB;0;1900;76000;1964.878049;0.873;0.823;0.881;0.83;-0.019;0;0;0;0;5
863;DI;IMB;0;1766;70640;1826.302439;1.357;1.307;1.365;1.314;0.465;1;0;1;1;5
864;DI;IMB;0;1467;58680;1517.092683;1.619;1.569;1.627;1.576;0.727;1;0;1;1;5
865;DI;IMB;0;1975;79000;2042.439024;0.975;0.925;0.983;0.932;0.083;1;0;1;1;5
866;DI;IMB;0;2861;114440;2958.692683;0.784;0.734;0.792;0.741;-0.108;1;0;1;1;5
867;DI;IMB;0;2444;97760;2527.453659;1.776;1.726;1.784;1.733;0.884;1;0;1;1;5
868;DI;IMB;0;2699;107960;2791.160976;0.856;0.806;0.864;0.813;-0.036;1;0;1;1;5
869;DI;IMB;0;2609;104360;2698.087805;1.217;1.167;1.225;1.174;0.325;1;0;1;1;5
870;DI;IMB;0;2254;90160;2330.965854;1.443;1.393;1.451;1.4;0.551;1;0;1;1;5
871;DI;IMB;0;2222;88880;2297.873171;1.159;1.109;1.167;1.116;0.267;1;0;1;1;5
872;DI;IMB;0;1372;54880;1418.84878;1.174;1.124;1.182;1.131;0.282;1;0;1;1;5
873;DI;IMB;0;1714;68560;1772.526829;1.939;1.889;1.947;1.896;1.047;2;0;1;0;5
874;DI;IMB;0;1414;56560;1462.282927;1.614;1.564;1.622;1.571;0.722;2;0;1;0;5
875;DI;IMB;0;2333;93320;2412.663415;1.604;1.554;1.612;1.561;0.712;2;0;1;0;5
876;DI;IMB;0;2073;82920;2143.785366;1.317;1.267;1.325;1.274;0.425;2;0;1;0;5
877;DI;IMB;0;1952;78080;2018.653659;0.927;0.877;0.935;0.884;0.035;2;0;1;0;5
878;DI;IMB;0;2220;88800;2295.804878;0.961;0.911;0.969;0.918;0.069;2;0;1;0;5
879;DI;IMB;0;2630;105200;2719.804878;1.932;1.882;1.94;1.889;1.04;2;0;1;0;5
880;DI;IMB;0;2033;81320;2102.419512;1.419;1.369;1.427;1.376;0.527;2;0;1;0;5
881;DI;IMB;0;2331;93240;2410.595122;2.015;1.965;2.023;1.972;1.123;2;0;1;0;5
882;DI;IMB;0;2701;108040;2793.229268;1.541;1.491;1.549;1.498;0.649;0;0;0;0;5
883;DI;IMB;0;2093;83720;2164.468293;1.069;1.019;1.077;1.026;0.177;0;0;0;0;5
884;DI;IMB;0;2138;85520;2211.004878;0.875;0.825;0.883;0.832;-0.017;0;0;0;0;5
885;DI;IMB;0;2005;80200;2073.463415;1.529;1.479;1.537;1.486;0.637;0;0;0;0;5
886;DI;IMB;0;1552;62080;1604.995122;0.915;0.865;0.923;0.872;0.023;0;0;0;0;5
887;DI;IMB;0;2430;97200;2512.97561;1.756;1.706;1.764;1.713;0.864;0;0;0;0;5
888;DI;IMB;0;1570;62800;1623.609756;0.874;0.824;0.882;0.831;-0.018;0;0;0;0;5
889;DI;IMB;0;2874;114960;2972.136585;1.556;1.506;1.564;1.513;0.664;0;0;0;0;5
890;DI;IMB;0;2123;84920;2195.492683;1.585;1.535;1.593;1.542;0.693;0;0;0;0;5
891;DI;IMB;0;1950;78000;2016.585366;1.419;1.369;1.427;1.376;0.527;0;0;0;0;5
892;DI;IMB;0;1717;68680;1775.629268;0.789;0.739;0.797;0.746;-0.103;0;0;0;0;5
893;DI;IMB;0;1223;48920;1264.760976;1.707;1.657;1.715;1.664;0.815;1;0;1;1;5
894;DI;IMB;0;1968;78720;2035.2;0.861;0.811;0.869;0.818;-0.031;1;0;1;1;5
895;DI;IMB;0;1325;53000;1370.243902;0.818;0.768;0.826;0.775;-0.074;1;0;1;1;5
896;DI;IMB;0;1860;74400;1923.512195;0.792;0.742;0.8;0.749;-0.1;1;0;1;1;5
897;DI;IMB;0;1907;76280;1972.117073;1.001;0.951;1.009;0.958;0.109;1;0;1;1;5
898;DI;IMB;0;2343;93720;2423.004878;1.358;1.308;1.366;1.315;0.466;1;0;1;1;5
899;DI;IMB;0;1510;60400;1561.560976;1.252;1.202;1.26;1.209;0.36;1;0;1;1;5
900;DI;IMB;0;2888;115520;2986.614634;1.675;1.625;1.683;1.632;0.783;1;0;1;1;5
901;DI;IMB;0;2496;99840;2581.229268;1.939;1.889;1.947;1.896;1.047;1;0;1;1;5
902;DI;IMB;0;1880;75200;1944.195122;1.729;1.679;1.737;1.686;0.837;1;0;1;1;5
903;DI;IMB;0;1778;71120;1838.712195;2.023;1.973;2.031;1.98;1.131;2;0;1;0;5
904;DI;IMB;0;1737;69480;1796.312195;1.321;1.271;1.329;1.278;0.429;2;0;1;0;5
905;DI;IMB;0;1776;71040;1836.643902;1.218;1.168;1.226;1.175;0.326;2;0;1;0;5
906;DI;IMB;0;1374;54960;1420.917073;1.905;1.855;1.913;1.862;1.013;2;0;1;0;5
907;DI;IMB;0;2648;105920;2738.419512;1.09;1.04;1.098;1.047;0.198;2;0;1;0;5
908;DI;IMB;0;2959;118360;3060.039024;2.045;1.995;2.053;2.002;1.153;2;0;1;0;5
909;DI;IMB;0;1513;60520;1564.663415;1.862;1.812;1.87;1.819;0.97;2;0;1;0;5
910;DI;IMB;0;2702;108080;2794.263415;1.727;1.677;1.735;1.684;0.835;2;0;1;0;5
911;DI;IMB;0;1461;58440;1510.887805;1.753;1.703;1.761;1.71;0.861;2;0;1;0;5
912;DI;IMB;0;1458;58320;1507.785366;0.878;0.828;0.886;0.835;-0.014;3;0;1;0;5
913;DI;IMB;0;2954;118160;3054.868293;0.913;0.863;0.921;0.87;0.021;3;0;1;0;5
914;DI;IMB;0;1828;73120;1890.419512;1.099;1.049;1.107;1.056;0.207;3;0;1;0;5
915;DI;IMB;0;2054;82160;2124.136585;1.975;1.925;1.983;1.932;1.083;3;0;1;0;5
916;DI;IMB;0;1428;57120;1476.760976;1.714;1.664;1.722;1.671;0.822;3;0;1;0;5
917;DI;IMB;0;1213;48520;1254.419512;1.517;1.467;1.525;1.474;0.625;3;0;1;0;5
918;DI;IMB;0;2692;107680;2783.921951;1.556;1.506;1.564;1.513;0.664;3;0;1;0;5
919;DI;IMB;0;1780;71200;1840.780488;1.403;1.353;1.411;1.36;0.511;3;0;1;0;5
920;DI;IMB;0;2727;109080;2820.117073;1.805;1.755;1.813;1.762;0.913;3;0;1;0;5
921;DI;IMB;0;2121;84840;2193.42439;1.444;1.394;1.452;1.401;0.552;3;0;1;0;5
922;DI;IMB;0;2701;108040;2793.229268;1.931;1.881;1.939;1.888;1.039;3;0;1;0;5
923;DI;IMB;0;2287;91480;2365.092683;1.04;0.99;1.048;0.997;0.148;3;0;1;0;5
924;DI;IMB;0;1566;62640;1619.473171;1.558;1.508;1.566;1.515;0.666;3;0;1;1;5
925;DI;IMB;0;1874;74960;1937.990244;1.089;1.039;1.097;1.046;0.197;3;0;1;1;5
926;DI;IMB;0;2142;85680;2215.141463;1.116;1.066;1.124;1.073;0.224;3;0;1;1;5
927;DI;IMB;0;2612;104480;2701.190244;0.866;0.816;0.874;0.823;-0.026;3;0;1;1;5
928;DI;IMB;0;2899;115960;2997.990244;1.885;1.835;1.893;1.842;0.993;3;0;1;1;5
929;DI;IMB;0;1336;53440;1381.619512;1.479;1.429;1.487;1.436;0.587;3;0;1;1;5
930;DI;IMB;0;2585;103400;2673.268293;1.937;1.887;1.945;1.894;1.045;3;0;1;1;5
931;DI;IMB;0;1553;62120;1606.029268;1.999;1.949;2.007;1.956;1.107;3;0;1;1;5
932;DI;IMB;0;1846;73840;1909.034146;1.26;1.21;1.268;1.217;0.368;3;0;1;1;5
933;DI;IMB;0;2070;82800;2140.682927;2.053;2.003;2.061;2.01;1.161;3;0;1;1;5
934;DI;IMB;0;1530;61200;1582.243902;2.007;1.957;2.015;1.964;1.115;3;0;1;1;5
935;DI;IMB;0;2155;86200;2228.585366;1.289;1.239;1.297;1.246;0.397;3;0;1;1;5
936;DI;IMB;0;2797;111880;2892.507317;1.584;1.534;1.592;1.541;0.692;3;0;1;2;5
937;DI;IMB;0;2065;82600;2135.512195;1.817;1.767;1.825;1.774;0.925;3;0;1;2;5
938;DI;IMB;0;1345;53800;1390.926829;0.819;0.769;0.827;0.776;0.327;3;0;1;2;5
939;DI;IMB;0;2448;97920;2531.590244;2.03;1.98;2.038;1.987;1.538;3;0;1;2;5
940;DI;IMB;0;1993;79720;2061.053659;1.519;1.469;1.527;1.476;1.027;3;0;1;2;5
941;DI;IMB;0;2157;86280;2230.653659;0.828;0.778;0.836;0.785;0.336;3;0;1;2;5
942;DI;IMB;0;2171;86840;2245.131707;0.786;0.736;0.794;0.743;0.294;3;0;1;2;5
943;DI;IMB;0;1541;61640;1593.619512;0.962;0.912;0.97;0.919;0.47;3;0;1;2;5
944;DI;IMB;0;1787;71480;1848.019512;0.876;0.826;0.884;0.833;0.384;3;0;1;2;5
945;DI;IMB;0;1828;73120;1890.419512;1.02;0.97;1.028;0.977;0.528;3;0;1;2;5
946;DI;IMB;0;1371;54840;1417.814634;0.835;0.785;0.843;0.792;0.343;3;0;1;2;5
947;DI;IMB;0;2023;80920;2092.078049;1.435;1.385;1.443;1.392;0.943;3;0;1;2;5
948;DI;IMB;0;1697;67880;1754.946341;2.037;1.987;2.045;1.994;1.545;3;0;1;2;5
949;DI;IMB;0;2427;97080;2509.873171;0.878;0.828;0.886;0.835;0.386;3;0;0;2;5
950;DI;IMB;0;2469;98760;2553.307317;1.343;1.293;1.351;1.3;0.851;3;0;0;2;5
951;DI;IMB;0;1724;68960;1782.868293;1.458;1.408;1.466;1.415;0.966;3;0;0;2;5
952;DI;IMB;0;904.26;36807;804.7606271;0.167;0.21;0.167;0.21;0.123;3;0;2;0;5
953;DI;IMB;0;914;33155;889.479292;0.154;0.157;0.154;0.161;0.161;3;0;2;0;5
954;DI;IMB;0;939.78;35278;915.3945615;0.244;0.1499;0.244;0.1499;0.137;3;0;2;0;5
955;DI;IMB;0;922.51;37295;900.2420736;0.265;0.1897;0.265;0.1897;0.176;3;0;2;0;5
956;DI;IMB;0;892;28696;865.1085575;0.188;0.1812;0.188;0.1812;0.219;3;0;2;0;5
957;DI;IMB;0;908;32808;883.5468027;0.218;0.2112;0.218;0.2112;0.183;3;0;2;0;5
958;DI;IMB;0;963.4;34585.9;937.2914814;0.159;0.2204;0.159;0.2204;0.201;3;0;2;0;5
959;DI;IMB;0;869.3;30873.7;845.4937281;0.163;0.166;0.163;0.17;0.17;3;0;2;0;5
960;DI;IMB;0;970.87;36303.8;945.5823568;0.177;0.18;0.177;0.184;0.184;3;0;2;0;5
961;DI;IMB;0;970.53;41583;948.3948568;0.235;0.1988;0.235;0.1988;0.174;3;0;2;0;5
962;DI;IMB;0;1014.05;44112;991.2627762;0.233;0.2346;0.233;0.2346;0.167;3;0;2;0;5
963;DI;IMB;0;1060.25;36868;1030.611668;0.173;0.1706;0.173;0.1706;0.243;3;0;2;0;5
964;DI;IMB;0;1039.06;41619.9;1013.751233;0.199;0.2088;0.199;0.2088;0.189;3;0;2;0;5
965;DI;IMB;0;984.77;41969.3;962.1930486;0.261;0.1412;0.261;0.1412;0.189;3;0;2;0;5
966;DI;IMB;0;935.99;42658;915.8937142;0.251;0.1825;0.251;0.1825;0.211;3;0;2;0;5
967;DI;IMB;0;943.4;38252;920.693163;0.171;0.1712;0.171;0.1712;0.245;3;0;2;0;5
968;DI;IMB;0;906.31;40972;886.6960801;0.186;0.2678;0.186;0.2678;0.131;3;0;2;0;5
969;DI;IMB;0;984.24;47273;964.1657401;0.128;0.202;0.128;0.202;0.207;3;0;2;0;5
970;DI;IMB;0;964.15;38337.2;940.4972445;0.176;0.2534;0.176;0.2534;0.12;3;0;2;0;5
971;DI;IMB;0;1011.09;42851.3;987.7829484;0.209;0.212;0.209;0.216;0.216;3;0;2;0;5
972;DI;IMB;0;1004.94;43434;982.2143363;0.196;0.241;0.196;0.241;0.145;3;0;2;1;5
973;DI;IMB;0;909.5;31657;884.0999647;0.14;0.1985;0.14;0.1985;0.209;3;0;2;1;5
974;DI;IMB;0;920.37;35580;897.1625384;0.151;0.1849;0.151;0.1849;0.236;3;0;2;1;5
975;DI;IMB;0;873.26;28664;847.4423369;0.199;0.2914;0.199;0.2914;0.133;3;0;2;1;5
976;DI;IMB;0;814.2;36009.15;796.1972479;0.143;0.146;0.143;0.15;0.15;3;0;2;1;5
977;DI;IMB;0;917.07;36755.6;894.7456629;0.159;0.2289;0.159;0.2289;0.15;3;0;2;1;5
978;DI;IMB;0;881.99;35171.7;860.4136687;0.131;0.2591;0.131;0.2591;0.245;3;0;2;1;5
979;DI;IMB;0;894.9;37706.8;874.1536077;0.246;0.271;0.246;0.271;0.166;3;0;2;1;5
980;DI;IMB;0;824.6;35308.4;805.7816024;0.226;0.1461;0.226;0.1461;0.21;3;0;2;1;5
981;DI;IMB;0;874.55;36763;854.2288659;0.223;0.2143;0.223;0.2143;0.166;3;0;2;1;5
982;DI;IMB;0;841.93;35141.6;822.2308175;0.22;0.2155;0.22;0.2155;0.163;3;0;2;1;5
983;DI;IMB;0;908.03;37579.55;886.6070246;0.135;0.2666;0.135;0.2666;0.136;3;0;2;1;5
984;DI;IMB;0;1001.9;40380;977.6429308;0.211;0.216;0.211;0.216;0.163;3;0;2;1;5
985;DI;IMB;0;912.17;35898;889.5660808;0.165;0.168;0.165;0.172;0.172;3;0;2;1;5
986;DI;IMB;0;994.09;40654;970.362263;0.259;0.2504;0.259;0.2504;0.176;3;0;2;1;5
987;DI;IMB;0;878.84;36342;858.0892661;0.129;0.2476;0.129;0.2476;0.203;3;0;2;1;5
988;DI;IMB;0;956.47;40802;934.5622323;0.238;0.2493;0.238;0.2493;0.215;3;0;2;1;5
989;DI;IMB;0;986.99;39814;963.114372;0.184;0.2758;0.184;0.2758;0.235;3;0;2;1;5
